subset_index,fold,sample_id,sampling_seed,hdf5_row,pixel_row,pixel_col
611,1,KYOw02777,1368672142,94715,490,266
612,1,KYOw02777,1368672142,95730,495,230
613,1,KYOw02777,1368672142,96654,500,92
614,1,KYOw02777,1368672142,97581,504,166
615,1,KYOw02777,1368672142,98561,509,77
616,1,KYOw02777,1368672142,99460,513,116
617,1,KYOw02777,1368672142,100516,518,99
618,1,KYOw02777,1368672142,101519,522,236
619,1,KYOw02777,1368672142,102432,526,282
620,1,KYOw02777,1368672142,103300,530,282
621,1,KYOw02777,1368672142,104300,535,202
622,1,KYOw02777,1368672142,105511,541,126
623,1,KYOw02777,1368672142,106464,545,216
624,1,KYOw02777,1368672142,107223,549,115
625,1,KYOw02777,1368672142,108074,553,114
626,1,KYOw02777,1368672142,109099,558,100
627,1,KYOw02777,1368672142,110286,563,261
628,1,KYOw02777,1368672142,111338,569,71
629,1,KYOw02777,1368672142,112303,573,215
630,1,KYOw02777,1368672142,113255,578,133
631,1,KYOw02777,1368672142,114268,583,114
632,1,KYOw02777,1368672142,115255,588,73
633,1,KYOw02777,1368672142,116050,591,262
634,1,KYOw02777,1368672142,117093,597,176
635,1,KYOw02777,1368672142,118071,603,147
636,1,KYOw02777,1368672142,118864,608,196
637,1,KYOw02777,1368672142,119684,614,234
638,1,KYOw02777,1368672142,120674,623,256
639,1,KYOw02777,1368672142,121617,638,250
640,1,KYOw02789,2220079233,4,45,126
641,1,KYOw02789,2220079233,1169,57,46
642,1,KYOw02789,2220079233,2298,65,28
643,1,KYOw02789,2220079233,3491,72,106
644,1,KYOw02789,2220079233,4389,77,144
645,1,KYOw02789,2220079233,5547,83,141
646,1,KYOw02789,2220079233,6463,88,49
647,1,KYOw02789,2220079233,7351,92,105
648,1,KYOw02789,2220079233,8366,97,43
649,1,KYOw02789,2220079233,9301,101,85
650,1,KYOw02789,2220079233,10354,105,211
651,1,KYOw02789,2220079233,11340,109,237
652,1,KYOw02789,2220079233,12223,113,128
653,1,KYOw02789,2220079233,13113,116,252
654,1,KYOw02789,2220079233,14092,120,183
655,1,KYOw02789,2220079233,15225,124,231
656,1,KYOw02789,2220079233,16297,128,183
657,1,KYOw02789,2220079233,17291,132,41
658,1,KYOw02789,2220079233,18461,136,75
659,1,KYOw02789,2220079233,19379,139,141
660,1,KYOw02789,2220079233,20422,143,48
661,1,KYOw02789,2220079233,21366,146,140
662,1,KYOw02789,2220079233,22505,150,139
663,1,KYOw02789,2220079233,23501,153,280
664,1,KYOw02789,2220079233,24277,156,201
665,1,KYOw02789,2220079233,25159,159,225
666,1,KYOw02789,2220079233,26346,163,269
667,1,KYOw02789,2220079233,27369,167,152
668,1,KYOw02789,2220079233,28283,170,211
669,1,KYOw02789,2220079233,29085,173,153
670,1,KYOw02789,2220079233,29977,176,187
671,1,KYOw02789,2220079233,30655,178,291
672,1,KYOw02789,2220079233,31540,182,28
673,1,KYOw02789,2220079233,32478,185,105
674,1,KYOw02789,2220079233,33331,188,94
675,1,KYOw02789,2220079233,34209,191,110
676,1,KYOw02789,2220079233,35203,194,240
677,1,KYOw02789,2220079233,36306,198,191
678,1,KYOw02789,2220079233,37467,202,200
679,1,KYOw02789,2220079233,38314,205,183
680,1,KYOw02789,2220079233,39244,208,249
681,1,KYOw02789,2220079233,40227,212,80
682,1,KYOw02789,2220079233,41226,215,216
683,1,KYOw02789,2220079233,42011,218,139
684,1,KYOw02789,2220079233,43194,222,170
685,1,KYOw02789,2220079233,44199,226,23
686,1,KYOw02789,2220079233,45113,229,73
687,1,KYOw02789,2220079233,46018,232,114
688,1,KYOw02789,2220079233,47157,236,101
689,1,KYOw02789,2220079233,48101,239,180
690,1,KYOw02789,2220079233,49027,242,239
691,1,KYOw02789,2220079233,49926,245,271
692,1,KYOw02789,2220079233,50878,249,67
693,1,KYOw02789,2220079233,52041,253,74
694,1,KYOw02789,2220079233,52930,256,95
695,1,KYOw02789,2220079233,54021,260,30
696,1,KYOw02789,2220079233,54810,262,244
697,1,KYOw02789,2220079233,56123,267,141
698,1,KYOw02789,2220079233,56934,270,118
699,1,KYOw02789,2220079233,58012,274,77
700,1,KYOw02789,2220079233,58801,276,295
701,1,KYOw02789,2220079233,59758,280,95
702,1,KYOw02789,2220079233,60619,283,89
703,1,KYOw02789,2220079233,61500,286,101
704,1,KYOw02789,2220079233,62321,289,52
705,1,KYOw02789,2220079233,63425,292,285
706,1,KYOw02789,2220079233,64497,296,195
707,1,KYOw02789,2220079233,65308,299,133
708,1,KYOw02789,2220079233,66338,302,291
709,1,KYOw02789,2220079233,67328,306,117
710,1,KYOw02789,2220079233,68546,310,169
711,1,KYOw02789,2220079233,69436,313,185
712,1,KYOw02789,2220079233,70464,317,49
713,1,KYOw02789,2220079233,71720,321,137
714,1,KYOw02789,2220079233,72679,324,220
715,1,KYOw02789,2220079233,73714,328,87
716,1,KYOw02789,2220079233,74862,332,67
717,1,KYOw02789,2220079233,75985,336,23
718,1,KYOw02789,2220079233,77100,339,264
719,1,KYOw02789,2220079233,78115,343,113
720,1,KYOw02789,2220079233,79002,346,124
721,1,KYOw02789,2220079233,80201,350,155
722,1,KYOw02789,2220079233,81320,354,106
723,1,KYOw02789,2220079233,82228,357,139
724,1,KYOw02789,2220079233,83050,360,85
725,1,KYOw02789,2220079233,83954,363,113
726,1,KYOw02789,2220079233,84977,366,260
727,1,KYOw02789,2220079233,86055,370,167
728,1,KYOw02789,2220079233,87133,374,77
729,1,KYOw02789,2220079233,88064,377,132
730,1,KYOw02789,2220079233,88968,380,158
731,1,KYOw02789,2220079233,90109,384,129
732,1,KYOw02789,2220079233,90929,387,71
733,1,KYOw02789,2220079233,91864,390,127
734,1,KYOw02789,2220079233,92837,393,218
735,1,KYOw02789,2220079233,93793,396,292
736,1,KYOw02789,2220079233,94803,400,126
737,1,KYOw02789,2220079233,95726,403,169
738,1,KYOw02789,2220079233,96380,405,235
739,1,KYOw02789,2220079233,97355,409,34
740,1,KYOw02789,2220079233,98377,412,176
741,1,KYOw02789,2220079233,99372,415,289
742,1,KYOw02789,2220079233,100412,419,149
743,1,KYOw02789,2220079233,101561,423,118
744,1,KYOw02789,2220079233,102551,426,223
745,1,KYOw02789,2220079233,103495,429,282
746,1,KYOw02789,2220079233,104679,433,286
747,1,KYOw02789,2220079233,105756,437,183
748,1,KYOw02789,2220079233,106864,441,112
749,1,KYOw02789,2220079233,107935,444,295
750,1,KYOw02789,2220079233,108965,448,141
751,1,KYOw02789,2220079233,110044,452,36
752,1,KYOw02789,2220079233,110928,455,34
753,1,KYOw02789,2220079233,111943,458,161
754,1,KYOw02789,2220079233,112957,461,289
755,1,KYOw02789,2220079233,114102,465,249
756,1,KYOw02789,2220079233,115077,469,36
757,1,KYOw02789,2220079233,116119,472,187
758,1,KYOw02789,2220079233,116820,474,294
759,1,KYOw02789,2220079233,117741,478,27
760,1,KYOw02789,2220079233,118748,481,143
761,1,KYOw02789,2220079233,119658,484,162
762,1,KYOw02789,2220079233,120856,488,174
763,1,KYOw02789,2220079233,121887,492,17
764,1,KYOw02789,2220079233,122805,495,46
765,1,KYOw02789,2220079233,123974,499,154
766,1,KYOw02789,2220079233,124967,504,133
767,1,KYOw02789,2220079233,125926,514,18
768,1,KYOw16702,2828975198,2,18,157
769,1,KYOw16702,2828975198,261,27,159
770,1,KYOw16702,2828975198,517,32,158
771,1,KYOw16702,2828975198,798,37,127
772,1,KYOw16702,2828975198,1120,41,177
773,1,KYOw16702,2828975198,1398,46,120
774,1,KYOw16702,2828975198,1625,49,122
775,1,KYOw16702,2828975198,1877,52,133
776,1,KYOw16702,2828975198,2124,54,209
777,1,KYOw16702,2828975198,2446,57,203
778,1,KYOw16702,2828975198,2698,59,188
779,1,KYOw16702,2828975198,2948,61,166
780,1,KYOw16702,2828975198,3170,63,118
781,1,KYOw16702,2828975198,3394,64,217
782,1,KYOw16702,2828975198,3656,66,203
783,1,KYOw16702,2828975198,3959,69,87
784,1,KYOw16702,2828975198,4219,70,205
785,1,KYOw16702,2828975198,4510,72,211
786,1,KYOw16702,2828975198,4791,74,206
787,1,KYOw16702,2828975198,5098,76,227
788,1,KYOw16702,2828975198,5385,79,128
789,1,KYOw16702,2828975198,5606,81,157
790,1,KYOw16702,2828975198,5858,119,141
791,1,KYOw16702,2828975198,6096,122,113
792,1,KYOw16702,2828975198,6423,125,164
793,1,KYOw16702,2828975198,6663,128,125
794,1,KYOw16702,2828975198,6941,131,124
795,1,KYOw16702,2828975198,7224,134,128
796,1,KYOw16702,2828975198,7494,137,119
797,1,KYOw16702,2828975198,7779,140,125
798,1,KYOw16702,2828975198,8065,143,130
799,1,KYOw16702,2828975198,8321,146,104
800,1,KYOw16702,2828975198,8611,149,112
801,1,KYOw16702,2828975198,8849,151,162
802,1,KYOw16702,2828975198,9091,154,119
803,1,KYOw16702,2828975198,9355,157,98
804,1,KYOw16702,2828975198,9592,159,143
805,1,KYOw16702,2828975198,9837,162,99
806,1,KYOw16702,2828975198,10083,164,150
807,1,KYOw16702,2828975198,10319,167,92
808,1,KYOw16702,2828975198,10597,169,172
809,1,KYOw16702,2828975198,10889,173,99
810,1,KYOw16702,2828975198,11110,200,240
811,1,KYOw16702,2828975198,11373,205,227
812,1,KYOw16702,2828975198,11620,208,200
813,1,KYOw16702,2828975198,11924,211,137
814,1,KYOw16702,2828975198,12196,213,114
815,1,KYOw16702,2828975198,12418,214,175
816,1,KYOw16702,2828975198,12695,216,128
817,1,KYOw16702,2828975198,12960,217,231
818,1,KYOw16702,2828975198,13214,219,160
819,1,KYOw16702,2828975198,13510,221,132
820,1,KYOw16702,2828975198,13836,223,133
821,1,KYOw16702,2828975198,14153,225,126
822,1,KYOw16702,2828975198,14422,226,233
823,1,KYOw16702,2828975198,14706,228,193
824,1,KYOw16702,2828975198,14944,230,107
825,1,KYOw16702,2828975198,15201,231,202
826,1,KYOw16702,2828975198,15475,233,152
827,1,KYOw16702,2828975198,15763,235,116
828,1,KYOw16702,2828975198,16058,237,87
829,1,KYOw16702,2828975198,16329,238,196
830,1,KYOw16702,2828975198,16573,240,116
831,1,KYOw16702,2828975198,16819,241,200
832,1,KYOw16702,2828975198,17102,243,159
833,1,KYOw16702,2828975198,17399,245,132
834,1,KYOw16702,2828975198,17667,246,239
835,1,KYOw16702,2828975198,17948,248,197
836,1,KYOw16702,2828975198,18251,250,176
837,1,KYOw16702,2828975198,18504,252,106
838,1,KYOw16702,2828975198,18771,253,212
839,1,KYOw16702,2828975198,19013,255,130
840,1,KYOw16702,2828975198,19272,256,227
841,1,KYOw16702,2828975198,19567,258,198
842,1,KYOw16702,2828975198,19869,260,176
843,1,KYOw16702,2828975198,20076,261,221
844,1,KYOw16702,2828975198,20343,263,164
845,1,KYOw16702,2828975198,20599,265,96
846,1,KYOw16702,2828975198,20881,266,216
847,1,KYOw16702,2828975198,21178,268,189
848,1,KYOw16702,2828975198,21375,269,224
849,1,KYOw16702,2828975198,21607,271,132
850,1,KYOw16702,2828975198,21866,272,229
851,1,KYOw16702,2828975198,22137,274,176
852,1,KYOw16702,2828975198,22424,276,139
853,1,KYOw16702,2828975198,22639,277,192
854,1,KYOw16702,2828975198,22944,279,173
855,1,KYOw16702,2828975198,23183,281,88
856,1,KYOw16702,2828975198,23461,282,204
857,1,KYOw16702,2828975198,23746,284,167
858,1,KYOw16702,2828975198,24011,286,107
859,1,KYOw16702,2828975198,24330,288,101
860,1,KYOw16702,2828975198,24577,289,186
861,1,KYOw16702,2828975198,24800,291,85
862,1,KYOw16702,2828975198,25035,292,158
863,1,KYOw16702,2828975198,25275,293,236
864,1,KYOw16702,2828975198,25496,295,133
865,1,KYOw16702,2828975198,25739,296,214
866,1,KYOw16702,2828975198,26024,298,175
867,1,KYOw16702,2828975198,26264,300,91
868,1,KYOw16702,2828975198,26606,302,109
869,1,KYOw16702,2828975198,26861,303,202
870,1,KYOw16702,2828975198,27096,305,113
871,1,KYOw16702,2828975198,27411,307,104
872,1,KYOw16702,2828975198,27679,308,210
873,1,KYOw16702,2828975198,28001,310,208
874,1,KYOw16702,2828975198,28266,312,147
875,1,KYOw16702,2828975198,28522,314,77
876,1,KYOw16702,2828975198,28843,315,235
877,1,KYOw16702,2828975198,29164,317,231
878,1,KYOw16702,2828975198,29388,319,129
879,1,KYOw16702,2828975198,29616,320,194
880,1,KYOw16702,2828975198,29908,322,160
881,1,KYOw16702,2828975198,30201,324,127
882,1,KYOw16702,2828975198,30458,325,221
883,1,KYOw16702,2828975198,30722,327,159
884,1,KYOw16702,2828975198,30973,329,86
885,1,KYOw16702,2828975198,31234,330,185
886,1,KYOw16702,2828975198,31483,332,110
887,1,KYOw16702,2828975198,31736,333,201
888,1,KYOw16702,2828975198,32022,335,163
889,1,KYOw16702,2828975198,32311,337,127
890,1,KYOw16702,2828975198,32526,338,179
891,1,KYOw16702,2828975198,32803,340,132
892,1,KYOw16702,2828975198,33055,341,221
893,1,KYOw16702,2828975198,33361,343,201
894,1,KYOw16702,2828975198,33692,346,174
895,1,KYOw16702,2828975198,33937,350,235
896,1,KYOw16750,644810251,2,47,166
897,1,KYOw16750,644810251,444,51,237
898,1,KYOw16750,644810251,896,55,209
899,1,KYOw16750,644810251,1305,59,132
900,1,KYOw16750,644810251,1788,62,250
901,1,KYOw16750,644810251,2294,67,148
902,1,KYOw16750,644810251,2791,71,161
903,1,KYOw16750,644810251,3326,75,208
904,1,KYOw16750,644810251,3815,79,211
905,1,KYOw16750,644810251,4266,83,178
906,1,KYOw16750,644810251,4789,87,216
907,1,KYOw16750,644810251,5192,91,134
908,1,KYOw16750,644810251,5555,93,253
909,1,KYOw16750,644810251,6052,98,144
910,1,KYOw16750,644810251,6550,102,155
911,1,KYOw16750,644810251,7060,106,182
912,1,KYOw16750,644810251,7436,109,195
913,1,KYOw16750,644810251,7807,112,203
914,1,KYOw16750,644810251,8234,170,161
915,1,KYOw16750,644810251,8821,174,146
916,1,KYOw16750,644810251,9260,176,217
917,1,KYOw16750,644810251,9748,179,150
918,1,KYOw16750,644810251,10265,182,114
919,1,KYOw16750,644810251,10693,184,172
920,1,KYOw16750,644810251,11193,187,119
921,1,KYOw16750,644810251,11764,190,135
922,1,KYOw16750,644810251,12250,192,251
923,1,KYOw16750,644810251,12670,195,116
924,1,KYOw16750,644810251,13255,198,146
925,1,KYOw16750,644810251,13746,201,83
926,1,KYOw16750,644810251,14275,204,71
927,1,KYOw16750,644810251,14735,206,171
928,1,KYOw16750,644810251,15188,209,81
929,1,KYOw16750,644810251,15772,212,117
930,1,KYOw16750,644810251,16266,214,245
931,1,KYOw16750,644810251,16659,217,86
932,1,KYOw16750,644810251,17090,219,149
933,1,KYOw16750,644810251,17600,222,107
934,1,KYOw16750,644810251,18063,224,202
935,1,KYOw16750,644810251,18487,227,74
936,1,KYOw16750,644810251,18908,229,127
937,1,KYOw16750,644810251,19316,231,167
938,1,KYOw16750,644810251,19860,234,159
939,1,KYOw16750,644810251,20418,237,165
940,1,KYOw16750,644810251,20872,239,252
941,1,KYOw16750,644810251,21313,242,140
942,1,KYOw16750,644810251,21794,244,251
943,1,KYOw16750,644810251,22240,247,145
944,1,KYOw16750,644810251,22691,249,228
945,1,KYOw16750,644810251,23139,252,124
946,1,KYOw16750,644810251,23755,255,188
947,1,KYOw16750,644810251,24252,258,133
948,1,KYOw16750,644810251,24671,260,184
949,1,KYOw16750,644810251,25226,263,187
950,1,KYOw16750,644810251,25732,266,141
951,1,KYOw16750,644810251,26171,268,212
952,1,KYOw16750,644810251,26707,271,196
953,1,KYOw16750,644810251,27055,273,176
954,1,KYOw16750,644810251,27525,276,94
955,1,KYOw16750,644810251,27943,278,144
956,1,KYOw16750,644810251,28313,280,146
957,1,KYOw16750,644810251,28793,282,256
958,1,KYOw16750,644810251,29135,284,228
959,1,KYOw16750,644810251,29539,287,77
960,1,KYOw16750,644810251,29930,289,98
961,1,KYOw16750,644810251,30333,291,131
962,1,KYOw16750,644810251,30829,294,73
963,1,KYOw16750,644810251,31173,295,233
964,1,KYOw16750,644810251,31674,298,179
965,1,KYOw16750,644810251,32109,300,244
966,1,KYOw16750,644810251,32545,303,126
967,1,KYOw16750,644810251,32953,305,165
968,1,KYOw16750,644810251,33434,308,94
969,1,KYOw16750,644810251,33945,310,237
970,1,KYOw16750,644810251,34418,313,158
971,1,KYOw16750,644810251,34954,316,142
972,1,KYOw16750,644810251,35388,318,208
973,1,KYOw16750,644810251,35771,320,223
974,1,KYOw16750,644810251,36275,323,175
975,1,KYOw16750,644810251,36666,325,198
976,1,KYOw16750,644810251,37121,328,101
977,1,KYOw16750,644810251,37488,330,100
978,1,KYOw16750,644810251,37942,332,186
979,1,KYOw16750,644810251,38447,335,139
980,1,KYOw16750,644810251,38935,338,74
981,1,KYOw16750,644810251,39373,340,144
982,1,KYOw16750,644810251,39790,342,193
983,1,KYOw16750,644810251,40173,344,208
984,1,KYOw16750,644810251,40591,347,74
985,1,KYOw16750,644810251,41087,349,202
986,1,KYOw16750,644810251,41530,352,93
987,1,KYOw16750,644810251,42036,354,231
988,1,KYOw16750,644810251,42472,357,114
989,1,KYOw16750,644810251,42865,359,139
990,1,KYOw16750,644810251,43331,361,237
991,1,KYOw16750,644810251,43783,364,137
992,1,KYOw16750,644810251,44164,366,151
993,1,KYOw16750,644810251,44589,368,208
994,1,KYOw16750,644810251,45125,371,192
995,1,KYOw16750,644810251,45576,374,91
996,1,KYOw16750,644810251,46031,376,178
997,1,KYOw16750,644810251,46482,379,75
998,1,KYOw16750,644810251,46910,381,133
999,1,KYOw16750,644810251,47295,383,149
1000,1,KYOw16750,644810251,47823,386,124
1001,1,KYOw16750,644810251,48309,388,240
1002,1,KYOw16750,644810251,48777,391,153
1003,1,KYOw16750,644810251,49297,394,118
1004,1,KYOw16750,644810251,49711,396,162
1005,1,KYOw16750,644810251,50177,398,258
1006,1,KYOw16750,644810251,50689,401,215
1007,1,KYOw16750,644810251,51079,403,236
1008,1,KYOw16750,644810251,51443,405,230
1009,1,KYOw16750,644810251,51896,408,131
1010,1,KYOw16750,644810251,52412,411,95
1011,1,KYOw16750,644810251,52929,413,244
1012,1,KYOw16750,644810251,53421,416,183
1013,1,KYOw16750,644810251,53863,418,255
1014,1,KYOw16750,644810251,54304,421,141
1015,1,KYOw16750,644810251,54887,424,169
1016,1,KYOw16750,644810251,55302,426,216
1017,1,KYOw16750,644810251,55785,429,144
1018,1,KYOw16750,644810251,56336,432,140
1019,1,KYOw16750,644810251,56777,434,211
1020,1,KYOw16750,644810251,57184,436,248
1021,1,KYOw16750,644810251,57704,439,213
1022,1,KYOw16750,644810251,58253,442,209
1023,1,KYOw16750,644810251,58737,447,105
