condition,contrast,cluster,kind,wavelength_nm,difference,aggregation
A1,A1-M00,1,reflectance,913.1,-0.009417521733045886,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1109.6868235294119,0.011187700375321574,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1115.1475686274512,0.011199200056512093,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1120.6083137254902,0.011907045448623088,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1126.0690588235295,0.012363964323811927,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1131.5298039215686,0.012905502211085218,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1136.990549019608,0.013665416497814553,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1142.4512941176472,0.014393399212865254,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1147.9120392156863,0.014706236393591143,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1153.3727843137256,0.014722527848354483,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1158.8335294117649,0.015600014116089578,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1164.294274509804,0.015931769678716345,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1169.7550196078432,0.016223763510399614,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1175.2157647058825,0.01646000976706774,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1180.6765098039216,0.016607095709506747,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1186.137254901961,0.016775923047081864,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1191.598,0.01667819633212453,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1197.0587450980393,0.016721487131346302,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1202.5194901960786,0.016887850889897693,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1207.9802352941178,0.017125033340787243,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1213.440980392157,0.017152016774746315,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1218.9017254901962,0.017168476121848908,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1224.3624705882353,0.017065714272024857,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1229.8232156862746,0.015663390927614096,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1235.2839607843139,0.01722991707760646,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1240.7447058823532,0.01734024682441554,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1246.2054509803922,0.01725052990095932,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1251.6661960784315,0.017113429310107398,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1257.1269411764706,0.017067295769490287,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1262.58768627451,0.01713668978723154,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1268.0484313725492,0.017125082852494145,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1273.5091764705883,0.01708164424757941,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1278.9699215686276,0.015883924886798018,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1284.4306666666666,0.016792062206496927,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1289.891411764706,0.017258669538301408,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1295.3521568627452,0.017170933723298698,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1300.8129019607845,0.01688485587199745,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1306.2736470588236,0.016580590275216356,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1311.734392156863,0.017550132001323715,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1317.195137254902,0.017258613752817342,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1322.6558823529413,0.017754387222969847,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1328.1166274509806,0.0180772523955956,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1333.5773725490199,0.01829640545367517,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1339.038117647059,0.018551338109103588,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1344.4988627450982,0.018813931521324823,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1349.9596078431373,0.018980633894960852,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1355.4203529411766,0.0190610170392998,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1360.8810980392159,0.01913223180019752,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1366.341843137255,0.01928431585947804,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1371.8025882352943,0.019171604275047494,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1377.2633333333333,0.01910535435946281,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1382.7240784313726,0.019246359260690682,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1388.184823529412,0.019252238030551594,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1393.6455686274512,0.01920239165798182,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1399.1063137254903,0.019119441842326224,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1404.5670588235296,0.018794616150788923,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1410.0278039215686,0.018381173638629122,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1415.488549019608,0.017766586129801837,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1420.9492941176472,0.01709554783716677,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1426.4100392156865,0.016573612432043333,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1431.8707843137256,0.01595997166495894,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1437.3315294117647,0.01566575815461871,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1442.792274509804,0.015418527561406409,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1448.2530196078433,0.015152276338385035,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1453.7137647058826,0.014841807267544943,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1459.1745098039219,0.014501819353842094,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1464.635254901961,0.014347075454861052,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1470.096,0.014664633249491743,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1475.5567450980393,0.014896296613762905,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1481.0174901960786,0.014660032520429217,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1486.478235294118,0.014815549991711918,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1491.938980392157,0.0149629877991668,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1497.3997254901963,0.01506660307501742,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1502.8604705882353,0.015195620237304835,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1508.3212156862746,0.01532676394029403,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1513.781960784314,0.015332393051870591,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1519.2427058823532,0.015564712113123574,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1524.7034509803923,0.01582453662266045,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1530.1641960784316,0.01579371694396406,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1535.6249411764707,0.015628996643813425,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1541.08568627451,0.01557008689592182,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1546.5464313725493,0.0156291497076837,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1552.0071764705885,0.015568357803706856,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1557.4679215686276,0.015667866682956583,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1562.9286666666667,0.015288987607144755,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1568.389411764706,0.015574431883216111,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1573.8501568627453,0.015808877748918232,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1579.3109019607846,0.01581563697917568,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1584.7716470588239,0.015774323587808947,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1590.232392156863,0.015865545353686422,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1595.693137254902,0.01597477596374855,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1601.1538823529413,0.016008765724914664,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1606.6146274509806,0.01606828922085954,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1612.07537254902,0.016122221600076536,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1617.536117647059,0.016106604953329162,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1622.9968627450983,0.016149152950220985,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1628.4576078431373,0.01631294787318524,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1633.9183529411766,0.016388032743818254,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1639.379098039216,0.016337644887232244,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1644.8398431372552,0.016504721602689454,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1650.3005882352943,0.01642442637358965,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1655.7613333333334,0.01642469125328566,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1661.2220784313727,0.016436331317674413,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1666.682823529412,0.01637051375961729,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1672.1435686274513,0.016234981378627417,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1677.6043137254906,0.015924070641933546,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1683.0650588235296,0.01595253496765081,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1688.5258039215687,0.01579950171559727,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1693.986549019608,0.015558388399091433,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1699.4472941176473,0.0152973410716494,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1704.9080392156866,0.01512915142486232,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1710.3687843137257,0.015171350949167717,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1715.829529411765,0.015397256686198318,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1721.290274509804,0.015250360673329993,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1726.7510196078433,0.015108821231115649,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1732.2117647058826,0.014946904058115995,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1737.672509803922,0.014843830818357245,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1743.133254901961,0.014751443914459345,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1748.594,0.014716192529050043,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1754.0547450980393,0.01481193926578403,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1759.5154901960786,0.014881930633936974,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1764.976235294118,0.015101852639944513,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1770.4369803921572,0.01504950679257902,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1775.8977254901963,0.014972975085176948,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1781.3584705882354,0.014917273359717098,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1786.8192156862747,0.014915590616356306,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1792.279960784314,0.014806513603426275,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1797.7407058823533,0.014438558673932178,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1803.2014509803923,0.014878091113236375,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1808.6621960784316,0.014920575530025876,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1814.1229411764707,0.015036854502345848,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1819.58368627451,0.014960240074404024,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1825.0444313725493,0.014923750465990204,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1830.5051764705886,0.015001984999947315,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1835.9659215686277,0.015083253596720636,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1841.4266666666667,0.015209889750663397,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1846.887411764706,0.015268701656012906,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1852.3481568627453,0.015342201256837329,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1857.8089019607846,0.01544448361224926,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1863.269647058824,0.015484946454300347,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1868.730392156863,0.01536243010761218,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1874.191137254902,0.015035737600463006,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1879.6518823529414,0.014590904524388382,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1885.1126274509807,0.014279152818523128,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1890.57337254902,0.013697300765058817,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1896.034117647059,0.012514315514596613,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1901.4948627450983,0.011481560035937755,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1906.9556078431374,0.010564929188091154,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1912.4163529411767,0.009693178742570835,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1917.877098039216,0.008952935629812725,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1923.3378431372553,0.00848892494744391,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1928.7985882352943,0.00830054712064765,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1934.2593333333336,0.00825557460167295,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1939.7200784313727,0.00809895028060345,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1945.180823529412,0.008076922018343508,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1950.6415686274513,0.008334869066118827,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1956.1023137254906,0.008624312067081974,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1961.5630588235294,0.00864540398481664,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1967.0238039215687,0.008779545246861864,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1972.484549019608,0.009042634144795642,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1977.9452941176473,0.00925855153661162,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1983.4060392156866,0.009514274837924608,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1988.866784313726,0.0099411884759453,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1994.3275294117648,0.01005805924119385,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,1999.788274509804,0.0099216344024326,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2005.2490196078434,0.010327618705319674,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2010.7097647058827,0.010366973187942774,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2016.170509803922,0.010259714075026877,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2021.6312549019613,0.010284485916359137,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2027.092,0.01036255103897707,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2032.5527450980394,0.010172331187181471,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2038.0134901960787,0.009785346253391114,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2043.474235294118,0.009517789639960111,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2048.9349803921573,0.00945632491777687,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2054.3957254901966,0.00943753255902155,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2059.8564705882354,0.008831386681773468,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2065.3172156862747,0.008385237577442,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2070.777960784314,0.008047863265407323,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2076.2387058823533,0.008060846219978074,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2081.6994509803926,0.008147007430748088,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2087.1601960784315,0.007939275058832601,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2092.6209411764708,0.008373589038572077,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2098.08168627451,0.008076681889035042,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2103.5424313725493,0.0076462483112441915,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2109.0031764705886,0.007714781474781995,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2114.463921568628,0.008058242004026883,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2119.924666666667,0.00832003290879521,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2125.385411764706,0.008318989639274688,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2130.8461568627454,0.008209711278703236,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2136.3069019607847,0.00850204041597799,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2141.767647058824,0.007915116119582816,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2147.2283921568633,0.007813642751621053,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2152.689137254902,0.007998973979517487,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2158.1498823529414,0.00810938061386493,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2163.6106274509807,0.008061917229106236,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2169.07137254902,0.00801282570180431,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2174.5321176470593,0.008081050374636467,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2179.992862745098,0.00811571342375883,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2185.4536078431374,0.007802934076011514,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2190.9143529411767,0.008494993204586576,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2196.375098039216,0.008335140457081974,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2201.8358431372553,0.007970379808643208,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2207.2965882352946,0.00820139280283122,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2212.7573333333335,0.008671104840991511,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2218.2180784313728,0.00832017423801601,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2223.678823529412,0.008470943048854929,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2229.1395686274514,0.007796021803984643,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2234.6003137254907,0.008390139969655264,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2240.06105882353,0.008589508289272407,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2245.521803921569,0.007956036368957475,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2250.982549019608,0.007161649217957311,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2256.4432941176474,0.006893539620860145,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2261.9040392156867,0.006795219199947716,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2267.364784313726,0.005911112944830543,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2272.825529411765,0.00586225748591887,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2278.286274509804,0.005434842766223719,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2283.7470196078434,0.006097202498021453,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2289.2077647058827,0.0065184594969657506,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2294.668509803922,0.005618956981989498,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2300.1292549019613,0.005040315028199321,difference of equal-sample representative means; not paired
A1,A1-M00,2,reflectance,2305.59,0.005189677245823449,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,913.1,0.012151279190898423,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,918.5607450980392,-0.028118707549094735,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,924.0214901960785,-0.049377740371422396,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,929.4822352941177,-0.06115873549708817,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,934.9429803921569,-0.07155170808499833,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,940.4037254901962,-0.07860289679503785,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,945.8644705882353,-0.07890191122538637,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,951.3252156862745,-0.08430393935520142,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,956.7859607843137,-0.07861449651918928,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,962.246705882353,-0.07928801853193734,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,967.7074509803922,-0.07037527856015524,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,973.1681960784314,-0.06727496244979014,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,978.6289411764706,-0.06930265278104164,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,984.0896862745099,-0.06789781174335774,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,989.550431372549,-0.06672742468363069,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,995.0111764705882,-0.05556333767815946,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1000.4719215686275,-0.04511973151328652,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1005.9326666666667,-0.049874588582878854,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1011.3934117647059,-0.050629816701970976,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1016.8541568627452,-0.04941071095397831,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1022.3149019607844,-0.050836719328561264,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1027.7756470588236,-0.047420292803166175,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1033.2363921568628,-0.04395931974246037,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1038.697137254902,-0.04756263855252851,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1044.1578823529412,-0.0416923686700541,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1049.6186274509805,-0.040966423891654724,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1055.0793725490196,-0.039499614697583896,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1060.5401176470589,-0.033521774216166644,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1066.0008627450982,-0.029769279388304204,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1071.4616078431372,-0.03252517388130549,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1076.9223529411765,-0.03146788975816084,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1082.3830980392158,-0.028439700709511184,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1087.843843137255,-0.022952047171493684,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1093.3045882352942,-0.021097087975412654,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1098.7653333333333,-0.021437057649182023,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1104.2260784313726,-0.018479493987549667,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1109.6868235294119,-0.014106955766052032,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1115.1475686274512,-0.016068646149548504,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1120.6083137254902,-0.012854479607776081,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1126.0690588235295,-0.004933786760196179,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1131.5298039215686,-0.004286307784009846,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1136.990549019608,-0.0012489442291738762,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1142.4512941176472,0.00936055413505743,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1147.9120392156863,0.010128022902927247,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1153.3727843137256,0.010526897263274382,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1158.8335294117649,0.017483694228331403,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1164.294274509804,0.018965645157843047,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1169.7550196078432,0.019959710600106484,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1175.2157647058825,0.02296890357501047,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1180.6765098039216,0.0252040839695451,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1186.137254901961,0.0239985608534673,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1191.598,0.029816978056363186,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1197.0587450980393,0.024215209762664558,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1202.5194901960786,0.027801884873553284,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1207.9802352941178,0.03214283262464701,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1213.440980392157,0.030313624029072783,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1218.9017254901962,0.02881936749416225,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1224.3624705882353,0.0318337266761084,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1229.8232156862746,0.021743668071741107,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1235.2839607843139,0.03610548362968613,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1240.7447058823532,0.03785798587054323,difference of equal-sample representative means; not paired
A1,A1-M00,2,snv,1246.2054509803922,0.038520562333507646,difference of equal-sample representative means; not paired
